suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
rovino rovini rovina roviniamo rovinate rovinano 
profilo profili profila profiliamo profilate profilano 
intorno intorni intorna intorniamo intornate intornano 
sono sei è siamo siete sono 
liquido liquidi liquida liquidiamo liquidate liquidano 
sembro sembri sembra sembriamo sembrate sembrano 
como comi come comiamo comete comono 
fino fini fina finiamo finate finano 
noio noi noia noiamo noiate noiano 
visto visti vista vistiamo vistate vistano 
confondo confondi confonde confondiamo confondete confondono 
sono sei è siamo siete sono 
occo occhi occa occhiamo occate occano 
strado stradi strada stradiamo stradate stradano 
coso cosi cosa cosiamo cosate cosano 
sono sei è siamo siete sono 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
pongo poni pone poniamo ponete pongono 
vivo vivi vive viviamo vivete vivono 
strano strani strana straniamo stranate stranano 
noio noi noia noiamo noiate noiano 
sono sei è siamo siete sono 
salgo sali sale saliamo salite salgono 
sono sei è siamo siete sono 
riparo ripari ripara ripariamo riparate riparano 
occo occhi occa occhiamo occate occano 
cimo cimi cima cimiamo cimate cimano 
scommetto scommetti scommette scommettiamo scommettete scommettono 
dò dai da diamo date danno 
sopro sopri sopra sopriamo soprate soprano 
veggo vedi vede vediamo vedete vedono 
scaciotto scaciotti scaciotta scaciottiamo scaciottate scaciottano 
rimango rimani rimane rimaniamo rimanete rimangono 
silenzio silenzi silenzia silenziamo silenziate silenziano 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
salgo sali sale saliamo salite salgono 
capisco capisci capisce capiamo capite capiscono 
sono sei è siamo siete sono 
arrivo arrivi arriva arriviamo arrivate arrivano 
noio noi noia noiamo noiate noiano 
detto detti detta dettiamo dettate dettano 
metto metti mette mettiamo mettete mettono 
afferro afferri afferra afferriamo afferrate afferrano 
sto stai sta stiamo state stanno 
giocolo giocoli giocola giocoliamo giocolate giocolano 
tiro tiri tira tiriamo tirate tirano 
collo colli colla colliamo collate collano 
infilo infili infila infiliamo infilate infilano 
mazzo mazzi mazza mazziamo mazzate mazzano 
pianto pianti pianta piantiamo piantate piantano 
scheletro scheletri scheletra scheletriamo scheletrate scheletrano 
porgo porgi porge porgiamo porgete porgono 
posso puoi può possiamo potete possono 
segno segni segna segniamo segnate segnano 
tiro tiri tira tiriamo tirate tirano 
vieto vieti vieta vietiamo vietate vietano 
stampello stampelli stampella stampelliamo stampellate stampellano 
arrivo arrivi arriva arriviamo arrivate arrivano 
ultimo ultimi ultima ultimiamo ultimate ultimano 
pago paghi paga paghiamo pagate pagano 
rimango rimani rimane rimaniamo rimanete rimangono 
chiaro chiari chiara chiariamo chiarate chiarano 
ultimo ultimi ultima ultimiamo ultimate ultimano 
pago paghi paga paghiamo pagate pagano 
penso pensi pensa pensiamo pensate pensano 
detto detti detta dettiamo dettate dettano 
sono sei è siamo siete sono 
galvanizzo galvanizzi galvanizza galvanizziamo galvanizzate galvanizzano 
sono sei è siamo siete sono 
valido validi valida validiamo validate validano 
pergo pergi perge pergiamo pergete pergono 
faccio fai fa faciamo facete facciono 
capisco capisci capisce capiamo capite capiscono 
sto stai sta stiamo state stanno 
preparo prepari prepara prepariamo preparate preparano 
sono sei è siamo siete sono 
noio noi noia noiamo noiate noiano 
devo devi deve dobbiamo dovete debbono 
ascendo ascendi ascende ascendiamo ascendete ascendono 
posso puoi può possiamo potete possono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
posso puoi può possiamo potete possono 
lapido lapidi lapida lapidiamo lapidate lapidano 
continuo continui continua continuiamo continuate continuano 
testo testi testa testiamo testate testano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
— — bisogna — — — 
racconto racconti racconta raccontiamo raccontate raccontano 
mammo mammi mamma mammiamo mammate mammano 
resto resti resta restiamo restate restano 
resto resti resta restiamo restate restano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
sto stai sta stiamo state stanno 
penso pensi pensa pensiamo pensate pensano 
risodo risodi risoda risodiamo risodate risodano 
butto butti butta buttiamo buttate buttano 
trovo trovi trova troviamo trovate trovano 
sopro sopri sopra sopriamo soprate soprano 
rimetto rimetti rimette rimettiamo rimettete rimettono 
scarpo scarpi scarpa scarpiamo scarpate scarpano 
faccio fai fa faciamo facete facciono 
calogno calogni calogna calogniamo calognate calognano 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
soffio soffi soffia soffiamo soffiate soffiano 
affondo affondi affonda affondiamo affondate affondano 
mango mani mane maniamo manete mangono 
sputo sputi sputa sputiamo sputate sputano 
sopro sopri sopra sopriamo soprate soprano 
passo passi passa passiamo passate passano 
funziono funzioni funziona funzioniamo funzionate funzionano 
sono sei è siamo siete sono 
casco caschi casca caschiamo cascate cascano 
sono sei è siamo siete sono 
naso nasi nasa nasiamo nasate nasano 
faccio fai fa faciamo facete facciono 
calogno calogni calogna calogniamo calognate calognano 
vado vai va andiamo andate vanno 
forzo forzi forza forziamo forzate forzano 
sono sei è siamo siete sono 
verso versi versa versiamo versate versano 
cimo cimi cima cimiamo cimate cimano 
minuto minuti minuta minutiamo minutate minutano 
ripoliticizzo ripoliticizzi ripoliticizza ripoliticizziamo ripoliticizzate ripoliticizzano 
fortuno fortuni fortuna fortuniamo fortunate fortunano 
sono sei è siamo siete sono 
alzo alzi alza alziamo alzate alzano 
miglioro migliori migliora miglioriamo migliorate migliorano 
faccio fai fa faciamo facete facciono 
assomiglio assomigli assomiglia assomigliamo assomigliate assomigliano 
respiro respiri respira respiriamo respirate respirano 
sono sei è siamo siete sono 
sembro sembri sembra sembriamo sembrate sembrano 
scoppietto scoppietti scoppietta scoppiettiamo scoppiettate scoppiettano 
parto parti parte partiamo partite partono 
sono sei è siamo siete sono 
finisco finisci finisce finiamo finite finiscono 
occo occhi occa occhiamo occate occano 
solo soli sola soliamo solate solano 
grano grani grana graniamo granate granano 
vanvereggio vanvereggi vanvereggia vanvereggiamo vanvereggiate vanvereggiano 
spicchio spicchi spicchia spicchiamo spicchiate spicchiano 
capisco capisci capisce capiamo capite capiscono 
manco manchi manca manchiamo mancate mancano 
cimo cimi cima cimiamo cimate cimano 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
sto stai sta stiamo state stanno 
sopro sopri sopra sopriamo soprate soprano 
proprio propri propria propriamo propriate propriano 
coperto coperti coperta copertiamo copertate copertano 
resto resti resta restiamo restate restano 
stesso stessi stesse stessiamo stessete stessono 
testo testi testa testiamo testate testano 
stesso stessi stesse stessiamo stessete stessono 
guardo guardi guarda guardiamo guardate guardano 
velo veli vela veliamo velate velano 
veggo vedi vede vediamo vedete vedono 
veggo vedi vede vediamo vedete vedono 
recinto recinti recinta recintiamo recintate recintano 
veggo vedi vede vediamo vedete vedono 
strado stradi strada stradiamo stradate stradano 
bianco bianchi bianca bianchiamo biancate biancano 
taglio tagli taglia tagliamo tagliate tagliano 
campo campi campa campiamo campate campano 
strado stradi strada stradiamo stradate stradano 
percorro percorri percorre percorriamo percorrete percorrono 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
fino fini fina finiamo finate finano 
veggo vedi vede vediamo vedete vedono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
dispergo dispergi disperge dispergiamo dispergete dispergono 
grano grani grana graniamo granate granano 
nascondo nascondi nasconde nascondiamo nascondete nascondono 
grullo grulli grulla grulliamo grullate grullano 
sono sei è siamo siete sono 
reggo reggi regge reggiamo reggete reggono 
fatico fatichi fatica fatichiamo faticate faticano 
coso cosi cosa cosiamo cosate cosano 
veggo vedi vede vediamo vedete vedono 
sto stai sta stiamo state stanno 
passo passi passa passiamo passate passano 
sono sei è siamo siete sono 
sparisco sparisci sparisce spariamo sparite spariscono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
seguo segui segue seguiamo seguite seguono 
porto porti porta portiamo portate portano 
verso versi versa versiamo versate versano 
verso versi versa versiamo versate versano 
stringo stringi stringe stringiamo stringete stringono 
conficco conficchi conficca conficchiamo conficcate conficcano 
schifo schifi schifa schifiamo schifate schifano 
sono sei è siamo siete sono 
volto volti volta voltiamo voltate voltano 
faccio fai fa faciamo facete facciono 
impalo impali impala impaliamo impalate impalano 
sto stai sta stiamo state stanno 
punto punti punta puntiamo puntate puntano 
canno canni canna canniamo cannate cannano 
spalanco spalanchi spalanca spalanchiamo spalancate spalancano 
remineralizzo remineralizzi remineralizza remineralizziamo remineralizzate remineralizzano 
testo testi testa testiamo testate testano 
pendo pendi pende pendiamo pendete pendono 
dò dai da diamo date danno 
como comi come comiamo comete comono 
orripilo orripili orripila orripiliamo orripilate orripilano 
intrido intridi intride intridiamo intridete intridono 
becco becchi becca becchiamo beccate beccano 
socchiudo socchiudi socchiude socchiudiamo socchiudete socchiudono 
colo coli cola coliamo colate colano 
pesanto pesanti pesanta pesantiamo pesantate pesantano 
petto petti petta pettiamo pettate pettano 
punto punti punta puntiamo puntate puntano 
canno canni canna canniamo cannate cannano 
ronzo ronzi ronza ronziamo ronzate ronzano 
intorno intorni intorna intorniamo intornate intornano 
occo occhi occa occhiamo occate occano 
sono sei è siamo siete sono 
arrampico arrampichi arrampica arrampichiamo arrampicate arrampicano 
schieno schieni schiena schieniamo schienate schienano 
vado vai va andiamo andate vanno 
dopo dopi dopa dopiamo dopate dopano 
supero superi supera superiamo superate superano 
spino spini spina spiniamo spinate spinano 
comincio cominci comincia cominciamo cominciate cominciano 
scavigliare scavitolare scavizzolare scazzare scazzeggiare scazzottare 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
sono sei è siamo siete sono 
scendo scendi scende scendiamo scendete scendono 
parto parti parte partiamo partite partono 
faccio fai fa faciamo facete facciono 
scopro scopri scopre scopriamo scoprite scoprono 
sono sei è siamo siete sono 
tondo tondi tonda tondiamo tondate tondano 
perdo perdi perde perdiamo perdete perdono 
allungo allunghi allunga allunghiamo allungate allungano 
degrado degradi degrada degradiamo degradate degradano 
fino fini fina finiamo finate finano 
dò dai da diamo date danno 
dò dai da diamo date danno 
sono sei è siamo siete sono 
mitrio mitri mitria mitriamo mitriate mitriano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
pallo palli palla palliamo pallate pallano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
dò dai da diamo date danno 
appezzo appezzi appezza appezziamo appezzate appezzano 
lascio lasci lascia lasciamo lasciate lasciano 
centro centri centra centriamo centrate centrano 
coso cosi cosa cosiamo cosate cosano 
strano strani strana straniamo stranate stranano 
sono sei è siamo siete sono 
albero alberi albera alberiamo alberate alberano 
riparo ripari ripara ripariamo riparate riparano 
sto stai sta stiamo state stanno 
tetto tetti tetta tettiamo tettate tettano 
sfondo sfondi sfonda sfondiamo sfondate sfondano 
marrono marroni marrona marroniamo marronate marronano 
travio travi travia traviamo traviate traviano 
scuro scuri scura scuriamo scurate scurano 
spunto spunti spunta spuntiamo spuntate spuntano 
scendo scendi scende scendiamo scendete scendono 
sono sei è siamo siete sono 
entro entri entra entriamo entrate entrano 
coso cosi cosa cosiamo cosate cosano 
sono sei è siamo siete sono 
aspetto aspetti aspetta aspettiamo aspettate aspettano 
sento senti sente sentiamo sentite sentono 
grillo grilli grilla grilliamo grillate grillano 
uccello uccelli uccella uccelliamo uccellate uccellano 
violo violi viola violiamo violate violano 
tappeto tappeti tappeta tappetiamo tappetate tappetano 
voglio vuoi vuole vogliamo volete vogliono 
sono sei è siamo siete sono 
appaio appari appare appaiamo apparete appaiono 
como comi come comiamo comete comono 
veggo vedi vede vediamo vedete vedono 
rispondo rispondi risponde rispondiamo rispondete rispondono 
giro giri gira giriamo girate girano 
bendo bendi benda bendiamo bendate bendano 
metto metti mette mettiamo mettete mettono 
sono sei è siamo siete sono 
torno torni torna torniamo tornate tornano 
sono sei è siamo siete sono 
bendo bendi benda bendiamo bendate bendano 
tiro tiri tira tiriamo tirate tirano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
diviso divisi divisa divisiamo divisate divisano 
dò dai da diamo date danno 
bravo bravi brava braviamo bravate bravano 
appeno appeni appena appeniamo appenate appenano 
bocco bocchi bocca bocchiamo boccate boccano 
vinco vinci vince vinciamo vincete vincono 
preoccupo preoccupi preoccupa preoccupiamo preoccupate preoccupano 
stanco stanchi stanca stanchiamo stancate stancano 
moro mori more moriamo morete morono 
volto volti volta voltiamo voltate voltano 
melo meli mela meliamo melate melano 
posso puoi può possiamo potete possono 
abbietto abbietti abbietta abbiettiamo abbiettate abbiettano 
spopolo spopoli spopola spopoliamo spopolate spopolano 
giorno giorni giorna giorniamo giornate giornano 
devo devi deve dobbiamo dovete debbono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
dico dici dice diciamo dicete dicono 
devo devi deve dobbiamo dovete debbono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
devio devi devia deviamo deviate deviano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
sono sei è siamo siete sono 
arrivo arrivi arriva arriviamo arrivate arrivano 
